DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-02-01 00:00:00,0.442,0.122,241.06,1.8,0,0,0
2007-02-01 00:01:00,0.37,0.0,241.22,1.6,0,0,0
2007-02-01 00:02:00,0.368,0.0,241.03,1.6,0,0,0
2007-02-01 00:03:00,0.37,0.0,241.41,1.6,0,0,0
2007-02-01 00:04:00,0.37,0.0,241.22,1.6,0,0,0
2007-02-01 00:05:00,0.368,0.0,241.03,1.6,0,0,0
2007-02-01 00:06:00,0.368,0.0,240.47,1.4,0,0,0
2007-02-01 00:07:00,0.366,0.0,240.26,1.4,0,0,0
2007-02-01 00:08:00,0.37200000000000005,0.0,241.88,1.6,0,0,0
2007-02-01 00:09:00,0.37,0.0,241.21,1.6,0,0,0
2007-02-01 00:10:00,0.37,0.0,241.35,1.6,0,0,0
2007-02-01 00:11:00,0.37200000000000005,0.0,241.93,1.6,0,0,0
2007-02-01 00:12:00,0.374,0.0,242.47,1.6,0,0,0
2007-02-01 00:13:00,0.37200000000000005,0.0,242.15,1.6,0,0,0
2007-02-01 00:14:00,0.37200000000000005,0.0,241.84,1.6,0,0,0
2007-02-01 00:15:00,0.37,0.0,241.6,1.6,0,0,0
2007-02-01 00:16:00,0.37200000000000005,0.0,242.18,1.6,0,0,0
2007-02-01 00:17:00,0.37200000000000005,0.0,242.04,1.6,0,0,0
2007-02-01 00:18:00,0.374,0.0,242.42,1.6,0,0,0
2007-02-01 00:19:00,0.374,0.0,242.61,1.6,0,0,0
2007-02-01 00:20:00,0.37200000000000005,0.0,241.79,1.6,0,0,0
2007-02-01 00:21:00,0.37200000000000005,0.0,241.69,1.6,0,0,0
2007-02-01 00:22:00,0.37,0.0,241.51,1.6,0,0,0
2007-02-01 00:23:00,0.37200000000000005,0.0,241.7,1.6,0,0,0
2007-02-01 00:24:00,0.37200000000000005,0.0,241.91,1.6,0,0,0
2007-02-01 00:25:00,0.376,0.0,243.03,1.6,0,0,0
2007-02-01 00:26:00,0.37799999999999995,0.0,244.09,1.6,0,0,0
2007-02-01 00:27:00,0.46799999999999997,0.126,243.46,2.0,0,0,0
2007-02-01 00:28:00,0.552,0.23399999999999999,243.17,2.6,0,0,0
2007-02-01 00:29:00,0.556,0.27,243.17,2.4,0,0,0
2007-02-01 00:30:00,0.5539999999999999,0.268,242.95,2.4,0,0,0
2007-02-01 00:31:00,0.65,0.39399999999999996,242.48,3.2,0,0,0
2007-02-01 00:32:00,0.63,0.386,241.98,3.0,0,1,0
2007-02-01 00:33:00,0.626,0.386,242.09,3.0,0,2,0
2007-02-01 00:34:00,0.624,0.386,241.84,3.0,0,1,0
2007-02-01 00:35:00,0.622,0.386,242.09,3.0,0,1,0
2007-02-01 00:36:00,0.602,0.358,242.48,2.8,0,2,0
2007-02-01 00:37:00,0.5539999999999999,0.28800000000000003,242.94,2.6,0,1,0
2007-02-01 00:38:00,0.552,0.28600000000000003,242.85,2.6,0,2,0
2007-02-01 00:39:00,0.55,0.282,242.32,2.4,0,1,0
2007-02-01 00:40:00,0.5479999999999999,0.28,242.03,2.4,0,1,0
2007-02-01 00:41:00,0.546,0.28,241.87,2.4,0,2,0
2007-02-01 00:42:00,0.53,0.254,241.29,2.4,0,1,0
2007-02-01 00:43:00,0.45,0.14,241.27,2.0,0,2,0
2007-02-01 00:44:00,0.44799999999999995,0.138,240.7,1.8,0,1,0
2007-02-01 00:45:00,0.45,0.142,241.75,2.0,0,1,0
2007-02-01 00:46:00,0.45,0.14400000000000002,241.91,2.0,0,2,0
2007-02-01 00:47:00,0.45,0.14400000000000002,242.09,2.0,0,1,0
2007-02-01 00:48:00,0.45399999999999996,0.152,243.5,2.0,0,1,0
2007-02-01 00:49:00,0.452,0.15,243.21,2.0,0,1,0
2007-02-01 00:50:00,0.45,0.14800000000000002,242.8,2.0,0,2,0
2007-02-01 00:51:00,0.452,0.152,243.59,2.0,0,1,0
2007-02-01 00:52:00,0.452,0.154,244.03,2.0,0,1,0
2007-02-01 00:53:00,0.452,0.154,243.96,2.0,0,1,0
2007-02-01 00:54:00,0.44799999999999995,0.15,243.23,2.0,0,2,0
2007-02-01 00:55:00,0.44799999999999995,0.15,243.05,1.8,0,1,0
2007-02-01 00:56:00,0.44799999999999995,0.15,242.99,1.8,0,1,0
2007-02-01 00:57:00,0.44799999999999995,0.152,243.6,2.0,0,1,0
2007-02-01 00:58:00,0.39399999999999996,0.06,243.86,1.6,0,1,0
2007-02-01 00:59:00,0.37799999999999995,0.0,243.68,1.6,0,0,0
2007-02-01 01:00:00,0.37799999999999995,0.0,243.75,1.6,0,0,0
2007-02-01 01:01:00,0.37799999999999995,0.0,243.66,1.6,0,0,0
2007-02-01 01:02:00,0.37799999999999995,0.0,243.98,1.6,0,0,0
2007-02-01 01:03:00,0.37799999999999995,0.0,244.14,1.6,0,0,0
2007-02-01 01:04:00,0.376,0.0,243.49,1.6,0,0,0
2007-02-01 01:05:00,0.374,0.0,243.01,1.6,0,0,0
2007-02-01 01:06:00,0.374,0.0,242.67,1.6,0,0,0
2007-02-01 01:07:00,0.374,0.0,242.87,1.6,0,0,0
2007-02-01 01:08:00,0.4,0.0,243.3,1.8,0,0,0
2007-02-01 01:09:00,0.532,0.22,243.91,2.4,0,0,0
2007-02-01 01:10:00,0.564,0.278,244.33,2.6,0,0,0
2007-02-01 01:11:00,0.56,0.27399999999999997,243.82,2.4,0,0,0
2007-02-01 01:12:00,0.5579999999999999,0.27399999999999997,243.78,2.4,0,0,0
2007-02-01 01:13:00,0.556,0.276,243.95,2.4,0,0,0
2007-02-01 01:14:00,0.552,0.27399999999999997,243.68,2.4,0,0,0
2007-02-01 01:15:00,0.55,0.278,244.21,2.4,0,0,0
2007-02-01 01:16:00,0.5479999999999999,0.276,244.03,2.4,0,0,0
2007-02-01 01:17:00,0.484,0.18,243.99,2.0,0,0,0
2007-02-01 01:18:00,0.47200000000000003,0.166,243.55,2.0,0,0,0
2007-02-01 01:19:00,0.47200000000000003,0.166,243.54,2.0,0,0,0
2007-02-01 01:20:00,0.47200000000000003,0.168,243.84,2.0,0,0,0
2007-02-01 01:21:00,0.474,0.172,244.73,2.0,0,0,0
2007-02-01 01:22:00,0.47600000000000003,0.174,244.98,2.0,0,0,0
2007-02-01 01:23:00,0.474,0.17,244.44,2.0,0,0,0
2007-02-01 01:24:00,0.44,0.122,243.44,1.8,0,0,0
2007-02-01 01:25:00,0.374,0.0,242.75,1.6,0,0,0
2007-02-01 01:26:00,0.374,0.0,242.47,1.6,0,0,0
2007-02-01 01:27:00,0.37200000000000005,0.0,242.04,1.6,0,0,0
2007-02-01 01:28:00,0.37200000000000005,0.0,241.68,1.6,0,0,0
2007-02-01 01:29:00,0.374,0.0,242.33,1.6,0,0,0
2007-02-01 01:30:00,0.374,0.0,242.63,1.6,0,0,0
2007-02-01 01:31:00,0.374,0.0,242.82,1.6,0,0,0
2007-02-01 01:32:00,0.376,0.0,242.97,1.6,0,0,0
2007-02-01 01:33:00,0.376,0.0,243.55,1.6,0,0,0
2007-02-01 01:34:00,0.37799999999999995,0.0,243.71,1.6,0,0,0
2007-02-01 01:35:00,0.376,0.0,243.63,1.6,0,0,0
2007-02-01 01:36:00,0.376,0.0,243.41,1.6,0,0,0
2007-02-01 01:37:00,0.376,0.0,242.89,1.6,0,0,0
2007-02-01 01:38:00,0.374,0.0,242.54,1.6,0,0,0
2007-02-01 01:39:00,0.37200000000000005,0.0,241.82,1.6,0,0,0
2007-02-01 01:40:00,0.37,0.0,241.38,1.6,0,0,0
2007-02-01 01:41:00,0.374,0.0,242.36,1.6,0,0,0
2007-02-01 01:42:00,0.37799999999999995,0.0,243.64,1.6,0,0,0
2007-02-01 01:43:00,0.376,0.0,242.99,1.6,0,0,0
2007-02-01 01:44:00,0.376,0.0,243.21,1.6,0,0,0
2007-02-01 01:45:00,0.376,0.0,243.39,1.6,0,0,0
2007-02-01 01:46:00,0.376,0.0,243.56,1.6,0,0,0
2007-02-01 01:47:00,0.376,0.0,243.3,1.6,0,0,0
2007-02-01 01:48:00,0.376,0.0,243.21,1.6,0,0,0
2007-02-01 01:49:00,0.41200000000000003,0.055999999999999994,243.61,1.8,0,0,0
2007-02-01 01:50:00,0.452,0.134,243.72,1.8,0,0,0
2007-02-01 01:51:00,0.506,0.18600000000000003,243.44,2.2,0,0,0
2007-02-01 01:52:00,0.562,0.268,243.1,2.6,0,0,0
2007-02-01 01:53:00,0.556,0.268,242.9,2.4,0,0,0
2007-02-01 01:54:00,0.5539999999999999,0.268,243.05,2.4,0,0,0
2007-02-01 01:55:00,0.55,0.266,242.72,2.4,0,0,0
2007-02-01 01:56:00,0.546,0.264,242.37,2.4,0,0,0
2007-02-01 01:57:00,0.532,0.248,243.17,2.4,0,0,0
2007-02-01 01:58:00,0.474,0.162,242.75,2.0,0,0,0
2007-02-01 01:59:00,0.47,0.158,242.08,2.0,0,0,0
2007-02-01 02:00:00,0.47,0.16,242.18,2.0,0,0,0
2007-02-01 02:01:00,0.47600000000000003,0.172,244.44,2.0,0,0,0
2007-02-01 02:02:00,0.48,0.182,246.14,2.0,0,0,0
2007-02-01 02:03:00,0.478,0.17800000000000002,245.49,2.0,0,0,0
2007-02-01 02:04:00,0.478,0.17800000000000002,245.34,2.0,0,0,0
2007-02-01 02:05:00,0.47600000000000003,0.17600000000000002,245.17,2.0,0,0,0
2007-02-01 02:06:00,0.45799999999999996,0.14800000000000002,245.23,2.0,0,0,0
2007-02-01 02:07:00,0.382,0.0,245.08,1.6,0,0,0
2007-02-01 02:08:00,0.382,0.0,245.23,1.6,0,0,0
2007-02-01 02:09:00,0.382,0.0,245.09,1.6,0,0,0
2007-02-01 02:10:00,0.382,0.0,245.12,1.6,0,0,0
2007-02-01 02:11:00,0.382,0.0,245.06,1.6,0,0,0
2007-02-01 02:12:00,0.382,0.0,244.87,1.6,0,0,0
2007-02-01 02:13:00,0.382,0.0,245.12,1.6,0,0,0
2007-02-01 02:14:00,0.382,0.0,245.21,1.6,0,0,0
2007-02-01 02:15:00,0.384,0.0,245.73,1.6,0,0,0
2007-02-01 02:16:00,0.384,0.0,245.71,1.6,0,0,0
2007-02-01 02:17:00,0.386,0.0,246.44,1.6,0,0,0
2007-02-01 02:18:00,0.386,0.0,246.37,1.6,0,0,0
2007-02-01 02:19:00,0.384,0.0,246.14,1.6,0,0,0
2007-02-01 02:20:00,0.384,0.0,246.05,1.6,0,0,0
2007-02-01 02:21:00,0.384,0.0,245.94,1.6,0,0,0
2007-02-01 02:22:00,0.384,0.0,245.5,1.6,0,0,0
2007-02-01 02:23:00,0.382,0.0,245.37,1.6,0,0,0
2007-02-01 02:24:00,0.382,0.0,245.38,1.6,0,0,0
2007-02-01 02:25:00,0.382,0.0,245.22,1.6,0,0,0
2007-02-01 02:26:00,0.386,0.0,246.15,1.6,0,0,0
2007-02-01 02:27:00,0.386,0.0,246.73,1.6,0,0,0
2007-02-01 02:28:00,0.39,0.0,247.41,1.6,0,0,0
2007-02-01 02:29:00,0.386,0.0,246.78,1.6,0,0,0
2007-02-01 02:30:00,0.41200000000000003,0.054000000000000006,245.29,1.8,0,0,0
2007-02-01 02:31:00,0.45799999999999996,0.142,245.02,2.0,0,0,0
2007-02-01 02:32:00,0.46,0.14400000000000002,245.58,2.0,0,0,0
2007-02-01 02:33:00,0.48200000000000004,0.156,245.08,2.0,0,0,0
2007-02-01 02:34:00,0.568,0.282,244.92,2.6,0,0,0
2007-02-01 02:35:00,0.564,0.282,244.95,2.6,0,0,0
2007-02-01 02:36:00,0.562,0.28600000000000003,245.45,2.6,0,0,0
2007-02-01 02:37:00,0.562,0.294,246.36,2.6,0,0,0
2007-02-01 02:38:00,0.5379999999999999,0.26,246.27,2.4,0,0,0
2007-02-01 02:39:00,0.488,0.18600000000000003,246.74,2.0,0,0,0
2007-02-01 02:40:00,0.488,0.188,246.92,2.0,0,0,0
2007-02-01 02:41:00,0.484,0.182,246.12,2.0,0,0,0
2007-02-01 02:42:00,0.48200000000000004,0.182,246.14,2.0,0,0,0
2007-02-01 02:43:00,0.48,0.17800000000000002,245.59,2.0,0,0,0
2007-02-01 02:44:00,0.478,0.17600000000000002,245.37,2.0,0,0,0
2007-02-01 02:45:00,0.478,0.17800000000000002,245.58,2.0,0,0,0
2007-02-01 02:46:00,0.48,0.184,246.38,2.0,0,0,0
2007-02-01 02:47:00,0.48200000000000004,0.18600000000000003,246.88,2.0,0,0,0
2007-02-01 02:48:00,0.46399999999999997,0.16,246.72,2.0,0,0,0
2007-02-01 02:49:00,0.38799999999999996,0.0,247.36,1.6,0,0,0
2007-02-01 02:50:00,0.38799999999999996,0.0,247.28,1.6,0,0,0
2007-02-01 02:51:00,0.386,0.0,246.2,1.6,0,0,0
2007-02-01 02:52:00,0.384,0.0,245.89,1.6,0,0,0
2007-02-01 02:53:00,0.384,0.0,245.62,1.6,0,0,0
2007-02-01 02:54:00,0.384,0.0,245.59,1.6,0,0,0
2007-02-01 02:55:00,0.384,0.0,245.8,1.6,0,0,0
2007-02-01 02:56:00,0.384,0.0,246.15,1.6,0,0,0
2007-02-01 02:57:00,0.384,0.0,246.08,1.6,0,0,0
2007-02-01 02:58:00,0.408,0.052000000000000005,246.11,1.8,0,0,0
2007-02-01 02:59:00,0.46799999999999997,0.168,246.13,2.0,0,0,0
2007-02-01 03:00:00,0.47,0.168,246.16,2.0,0,1,0
2007-02-01 03:01:00,0.466,0.166,245.65,2.0,0,2,0
2007-02-01 03:02:00,0.466,0.16399999999999998,245.51,2.0,0,1,0
2007-02-01 03:03:00,0.46799999999999997,0.166,245.87,2.0,0,2,0
2007-02-01 03:04:00,0.46799999999999997,0.168,245.93,2.0,0,1,0
2007-02-01 03:05:00,0.47,0.168,246.16,2.0,0,1,0
2007-02-01 03:06:00,0.46799999999999997,0.168,245.92,2.0,0,2,0
2007-02-01 03:07:00,0.47,0.168,246.17,2.0,0,1,0
2007-02-01 03:08:00,0.47,0.168,246.2,2.0,0,2,0
2007-02-01 03:09:00,0.46799999999999997,0.168,246.22,2.0,0,1,0
2007-02-01 03:10:00,0.46799999999999997,0.168,246.26,2.0,0,1,0
2007-02-01 03:11:00,0.46799999999999997,0.168,246.31,2.0,0,2,0
2007-02-01 03:12:00,0.556,0.27399999999999997,245.62,2.6,0,1,0
2007-02-01 03:13:00,0.5379999999999999,0.272,245.41,2.4,0,1,0
2007-02-01 03:14:00,0.5379999999999999,0.27399999999999997,245.61,2.4,0,2,0
2007-02-01 03:15:00,0.5379999999999999,0.27399999999999997,245.76,2.4,0,1,0
2007-02-01 03:16:00,0.644,0.4,246.59,3.0,0,1,0
2007-02-01 03:17:00,0.644,0.42,246.39,3.0,0,2,0
2007-02-01 03:18:00,0.638,0.418,246.34,3.0,0,1,0
2007-02-01 03:19:00,0.622,0.4,246.71,3.0,0,1,0
2007-02-01 03:20:00,0.562,0.31,246.22,2.6,0,1,0
2007-02-01 03:21:00,0.56,0.308,245.99,2.6,0,2,0
2007-02-01 03:22:00,0.5579999999999999,0.31,246.16,2.6,0,1,0
2007-02-01 03:23:00,0.556,0.306,245.78,2.6,0,1,0
2007-02-01 03:24:00,0.5539999999999999,0.306,245.68,2.6,0,1,0
2007-02-01 03:25:00,0.55,0.304,245.35,2.6,0,2,0
2007-02-01 03:26:00,0.48200000000000004,0.182,245.87,2.0,0,0,0
2007-02-01 03:27:00,0.48,0.182,246.21,2.0,0,0,0
2007-02-01 03:28:00,0.48,0.18,245.88,2.0,0,0,0
2007-02-01 03:29:00,0.478,0.17800000000000002,245.55,2.0,0,0,0
2007-02-01 03:30:00,0.478,0.17800000000000002,245.52,2.0,0,0,0
2007-02-01 03:31:00,0.384,0.0,245.18,1.6,0,0,0
2007-02-01 03:32:00,0.382,0.0,244.85,1.6,0,0,0
2007-02-01 03:33:00,0.37799999999999995,0.0,243.85,1.6,0,0,0
2007-02-01 03:34:00,0.37799999999999995,0.0,243.87,1.6,0,0,0
2007-02-01 03:35:00,0.38,0.0,244.16,1.6,0,0,0
2007-02-01 03:36:00,0.38,0.0,244.45,1.6,0,0,0
2007-02-01 03:37:00,0.38,0.0,244.73,1.6,0,0,0
2007-02-01 03:38:00,0.382,0.0,245.17,1.6,0,0,0
2007-02-01 03:39:00,0.382,0.0,245.33,1.6,0,0,0
2007-02-01 03:40:00,0.384,0.0,245.47,1.6,0,0,0
2007-02-01 03:41:00,0.38799999999999996,0.0,247.03,1.6,0,0,0
2007-02-01 03:42:00,0.39,0.046,247.41,1.6,0,0,0
2007-02-01 03:43:00,0.38799999999999996,0.0,247.18,1.6,0,0,0
2007-02-01 03:44:00,0.38799999999999996,0.0,247.1,1.6,0,0,0
2007-02-01 03:45:00,0.38799999999999996,0.0,247.28,1.6,0,0,0
2007-02-01 03:46:00,0.386,0.0,246.54,1.6,0,0,0
2007-02-01 03:47:00,0.384,0.0,245.88,1.6,0,0,0
2007-02-01 03:48:00,0.386,0.0,246.31,1.6,0,0,0
2007-02-01 03:49:00,0.386,0.0,246.61,1.6,0,0,0
2007-02-01 03:50:00,0.384,0.0,245.89,1.6,0,0,0
2007-02-01 03:51:00,0.384,0.0,245.73,1.6,0,0,0
2007-02-01 03:52:00,0.384,0.0,246.0,1.6,0,0,0
2007-02-01 03:53:00,0.44,0.092,245.38,2.0,0,0,0
2007-02-01 03:54:00,0.45399999999999996,0.138,244.3,2.0,0,0,0
2007-02-01 03:55:00,0.456,0.14,244.49,2.0,0,0,0
2007-02-01 03:56:00,0.456,0.138,244.32,2.0,0,0,0
2007-02-01 03:57:00,0.456,0.14,244.44,2.0,0,0,0
2007-02-01 03:58:00,0.5,0.182,244.92,2.2,0,0,0
2007-02-01 03:59:00,0.5660000000000001,0.284,245.35,2.6,0,0,0
2007-02-01 04:00:00,0.562,0.28600000000000003,245.54,2.6,0,0,0
2007-02-01 04:01:00,0.512,0.21,245.96,2.2,0,0,0
2007-02-01 04:02:00,0.488,0.17600000000000002,245.45,2.0,0,0,0
2007-02-01 04:03:00,0.49,0.182,246.21,2.0,0,0,0
2007-02-01 04:04:00,0.488,0.18,246.02,2.0,0,0,0
2007-02-01 04:05:00,0.484,0.17800000000000002,245.59,2.0,0,0,0
2007-02-01 04:06:00,0.484,0.18,245.77,2.0,0,0,0
2007-02-01 04:07:00,0.48200000000000004,0.17800000000000002,245.69,2.0,0,0,0
2007-02-01 04:08:00,0.484,0.182,246.39,2.0,0,0,0
2007-02-01 04:09:00,0.48200000000000004,0.18,245.97,2.0,0,0,0
2007-02-01 04:10:00,0.478,0.174,244.99,2.0,0,0,0
2007-02-01 04:11:00,0.478,0.17800000000000002,245.55,2.0,0,0,0
2007-02-01 04:12:00,0.474,0.17,244.29,2.0,0,0,0
2007-02-01 04:13:00,0.41200000000000003,0.078,243.58,1.8,0,0,0
2007-02-01 04:14:00,0.374,0.0,242.54,1.6,0,0,0
2007-02-01 04:15:00,0.376,0.0,242.89,1.6,0,0,0
2007-02-01 04:16:00,0.376,0.0,242.96,1.6,0,0,0
2007-02-01 04:17:00,0.37799999999999995,0.0,243.27,1.6,0,0,0
2007-02-01 04:18:00,0.37799999999999995,0.0,243.4,1.6,0,0,0
2007-02-01 04:19:00,0.37799999999999995,0.0,243.62,1.6,0,0,0
2007-02-01 04:20:00,0.38,0.0,244.18,1.6,0,0,0
2007-02-01 04:21:00,0.382,0.0,244.73,1.6,0,0,0
2007-02-01 04:22:00,0.382,0.0,244.5,1.6,0,0,0
2007-02-01 04:23:00,0.38,0.0,244.43,1.6,0,0,0
2007-02-01 04:24:00,0.38,0.0,243.89,1.6,0,0,0
2007-02-01 04:25:00,0.38,0.0,244.03,1.6,0,0,0
2007-02-01 04:26:00,0.57,0.0,243.33,2.8,0,0,1
2007-02-01 04:27:00,1.534,0.0,242.78,6.2,0,0,19
2007-02-01 04:28:00,1.5219999999999998,0.0,243.19,6.2,0,0,18
2007-02-01 04:29:00,1.486,0.0,242.56,6.0,0,0,19
2007-02-01 04:30:00,1.472,0.0,242.53,6.0,0,0,18
2007-02-01 04:31:00,1.464,0.0,242.26,6.0,0,0,18
2007-02-01 04:32:00,1.4580000000000002,0.0,241.87,6.0,0,0,18
2007-02-01 04:33:00,1.4580000000000002,0.0,242.13,6.0,0,0,18
2007-02-01 04:34:00,1.474,0.0,243.48,6.0,0,0,18
2007-02-01 04:35:00,1.518,0.062,243.13,6.2,0,0,18
2007-02-01 04:36:00,1.54,0.122,242.96,6.2,0,0,18
2007-02-01 04:37:00,1.538,0.12,242.86,6.2,0,0,18
2007-02-01 04:38:00,1.5419999999999998,0.122,243.15,6.2,0,0,19
2007-02-01 04:39:00,1.54,0.122,242.97,6.2,0,0,18
2007-02-01 04:40:00,1.55,0.126,242.42,6.4,0,0,18
2007-02-01 04:41:00,1.636,0.254,242.14,6.8,0,0,18
2007-02-01 04:42:00,1.632,0.252,241.99,6.8,0,0,18
2007-02-01 04:43:00,1.5819999999999999,0.184,241.88,6.6,0,0,17
2007-02-01 04:44:00,1.548,0.14400000000000002,241.41,6.4,0,0,18
2007-02-01 04:45:00,1.556,0.14800000000000002,242.2,6.4,0,0,18
2007-02-01 04:46:00,1.548,0.14400000000000002,241.59,6.4,0,0,18
2007-02-01 04:47:00,1.558,0.15,242.55,6.4,0,0,18
2007-02-01 04:48:00,1.574,0.158,243.92,6.4,0,0,18
2007-02-01 04:49:00,1.5719999999999998,0.158,243.98,6.4,0,0,19
2007-02-01 04:50:00,1.568,0.156,243.68,6.4,0,0,18
2007-02-01 04:51:00,1.574,0.16,244.24,6.4,0,0,18
2007-02-01 04:52:00,1.578,0.162,244.63,6.4,0,0,18
2007-02-01 04:53:00,1.564,0.156,243.63,6.4,0,0,19
2007-02-01 04:54:00,1.5619999999999998,0.154,243.41,6.4,0,0,18
2007-02-01 04:55:00,1.5119999999999998,0.084,243.2,6.2,0,0,18
2007-02-01 04:56:00,1.464,0.0,242.92,6.0,0,0,18
2007-02-01 04:57:00,1.456,0.0,242.3,6.0,0,0,18
2007-02-01 04:58:00,1.454,0.0,242.11,6.0,0,0,18
2007-02-01 04:59:00,1.452,0.0,241.9,6.0,0,0,18
2007-02-01 05:00:00,1.4480000000000002,0.0,241.6,6.0,0,0,18
2007-02-01 05:01:00,1.452,0.0,241.89,6.0,0,0,17
2007-02-01 05:02:00,1.4480000000000002,0.0,241.57,6.0,0,0,18
2007-02-01 05:03:00,1.444,0.0,241.19,6.0,0,0,18
2007-02-01 05:04:00,1.44,0.0,240.85,6.0,0,0,18
2007-02-01 05:05:00,1.4380000000000002,0.0,240.65,5.8,0,0,18
2007-02-01 05:06:00,1.4380000000000002,0.0,240.78,6.0,0,0,17
2007-02-01 05:07:00,1.442,0.0,240.99,6.0,0,0,18
2007-02-01 05:08:00,1.454,0.0,242.13,6.0,0,0,18
2007-02-01 05:09:00,1.46,0.0,242.64,6.0,0,0,18
2007-02-01 05:10:00,1.4580000000000002,0.0,242.4,6.0,0,0,18
2007-02-01 05:11:00,1.4480000000000002,0.0,241.52,6.0,0,0,18
2007-02-01 05:12:00,1.45,0.0,241.71,6.0,0,0,18
2007-02-01 05:13:00,1.446,0.0,241.46,6.0,0,0,18
2007-02-01 05:14:00,1.3159999999999998,0.0,240.49,5.6,0,0,17
2007-02-01 05:15:00,0.37200000000000005,0.0,241.61,1.6,0,0,0
2007-02-01 05:16:00,0.37,0.0,241.0,1.6,0,0,0
2007-02-01 05:17:00,0.37,0.0,240.77,1.6,0,0,0
2007-02-01 05:18:00,0.456,0.114,241.02,2.0,0,0,0
2007-02-01 05:19:00,0.444,0.124,241.48,1.8,0,0,0
2007-02-01 05:20:00,0.442,0.11800000000000001,240.3,1.8,0,0,0
